장기요양기관코드,기관유형코드,기관유형명,정원,현원,
11111000006,A03,노인요양시설(개정법),38 ,35 ,
11111000033,A04,노인요양공동생활가정,9 ,8 ,
11111000056,A03,노인요양시설(개정법),42 ,37 ,
11111000060,A03,노인요양시설(개정법),68 ,68 ,
11111000068,A03,노인요양시설(개정법),38 ,37 ,
11111000076,A03,노인요양시설(개정법),38 ,36 ,
11111000078,A03,노인요양시설(개정법),23 ,21 ,
11111000087,A03,노인요양시설(개정법),77 ,74 ,
11111000088,A04,노인요양공동생활가정,9 ,8 ,
11111000135,A03,노인요양시설(개정법),58 ,58 ,
11114000030,A03,노인요양시설(개정법),14 ,14 ,
11114000040,A03,노인요양시설(개정법),60 ,60 ,
11114000043,A04,노인요양공동생활가정,9 ,7 ,
11117000054,A03,노인요양시설(개정법),91 ,91 ,
11117000092,A03,노인요양시설(개정법),81 ,80 ,
11120000010,A03,노인요양시설(개정법),232 ,228 ,
11120000010,G31,치매전담실가형1실,16 ,16 ,
11120000010,G32,치매전담실가형2실,16 ,16 ,
11120000010,G33,치매전담실가형3실,16 ,16 ,
11120000010,G34,치매전담실가형4실,16 ,16 ,
11120000056,A04,노인요양공동생활가정,9 ,10 ,
11120000065,A03,노인요양시설(개정법),46 ,35 ,
11120000093,A03,노인요양시설(개정법),49 ,20 ,
11120000110,A04,노인요양공동생활가정,9 ,8 ,
11120000126,A04,노인요양공동생활가정,9 ,9 ,
11120000180,A03,노인요양시설(개정법),48 ,48 ,
11120000190,A04,노인요양공동생활가정,9 ,9 ,
11121500005,A03,노인요양시설(개정법),29 ,28 ,
11121500009,A04,노인요양공동생활가정,9 ,9 ,
11121500093,A04,노인요양공동생활가정,9 ,8 ,
11121500095,A04,노인요양공동생활가정,9 ,9 ,
11121500101,A03,노인요양시설(개정법),93 ,90 ,
11121500112,A04,노인요양공동생활가정,9 ,8 ,
11121500118,A03,노인요양시설(개정법),39 ,32 ,
11121500142,A03,노인요양시설(개정법),122 ,119 ,
11121500148,A03,노인요양시설(개정법),15 ,15 ,
11121500196,A04,노인요양공동생활가정,9 ,9 ,
11121500252,A04,노인요양공동생활가정,9 ,8 ,
11121500254,A04,노인요양공동생활가정,9 ,8 ,
11121500260,A04,노인요양공동생활가정,9 ,8 ,
11121500268,A03,노인요양시설(개정법),78 ,77 ,
11121500269,A03,노인요양시설(개정법),39 ,39 ,
11121500271,A04,노인요양공동생활가정,9 ,9 ,
11121500282,A04,노인요양공동생활가정,9 ,9 ,
11121500294,A03,노인요양시설(개정법),74 ,74 ,
11121500303,A04,노인요양공동생활가정,9 ,9 ,
11123000008,A03,노인요양시설(개정법),120 ,120 ,
11123000009,A03,노인요양시설(개정법),46 ,46 ,
11123000022,A03,노인요양시설(개정법),29 ,30 ,
11123000061,A04,노인요양공동생활가정,9 ,6 ,
11123000090,A04,노인요양공동생활가정,9 ,8 ,
11123000113,A03,노인요양시설(개정법),29 ,19 ,
11123000241,A04,노인요양공동생활가정,9 ,9 ,
11123000284,A04,노인요양공동생활가정,9 ,9 ,
11123000285,A04,노인요양공동생활가정,9 ,9 ,
11123000292,A04,노인요양공동생활가정,9 ,9 ,
11123000303,A04,노인요양공동생활가정,9 ,9 ,
11123000307,A04,노인요양공동생활가정,9 ,9 ,
11123000332,A04,노인요양공동생활가정,9 ,8 ,
11123000340,A04,노인요양공동생활가정,9 ,8 ,
11123000347,A04,노인요양공동생활가정,9 ,9 ,
11123000371,A04,노인요양공동생활가정,9 ,9 ,
11123000373,A04,노인요양공동생활가정,9 ,9 ,
11123000375,A04,노인요양공동생활가정,9 ,6 ,
11123000376,A04,노인요양공동생활가정,9 ,7 ,
11123000377,A04,노인요양공동생활가정,9 ,9 ,
11123000381,A03,노인요양시설(개정법),77 ,25 ,
11123000383,A03,노인요양시설(개정법),47 ,46 ,
11123000387,A03,노인요양시설(개정법),25 ,25 ,
11126000011,A03,노인요양시설(개정법),200 ,175 ,
11126000036,A04,노인요양공동생활가정,9 ,10 ,
11126000074,A04,노인요양공동생활가정,9 ,8 ,
11126000111,A03,노인요양시설(개정법),87 ,86 ,
11126000113,A04,노인요양공동생활가정,9 ,9 ,
11126000118,A04,노인요양공동생활가정,9 ,9 ,
11126000119,A04,노인요양공동생활가정,9 ,9 ,
11126000162,A03,노인요양시설(개정법),36 ,22 ,
11126000163,A04,노인요양공동생활가정,9 ,8 ,
11126000164,A04,노인요양공동생활가정,9 ,6 ,
11126000218,A04,노인요양공동생활가정,9 ,9 ,
11126000230,A04,노인요양공동생활가정,9 ,9 ,
11126000231,A04,노인요양공동생활가정,9 ,9 ,
11126000232,A04,노인요양공동생활가정,9 ,9 ,
11126000234,A04,노인요양공동생활가정,9 ,9 ,
11126000253,A04,노인요양공동생활가정,9 ,6 ,
11126000254,A04,노인요양공동생활가정,9 ,5 ,
11126000271,A03,노인요양시설(개정법),194 ,194 ,
11126000271,G31,치매전담실가형1실,16 ,16 ,
11126000271,G32,치매전담실가형2실,16 ,16 ,
11126000287,A03,노인요양시설(개정법),54 ,51 ,
11126000291,A04,노인요양공동생활가정,9 ,9 ,
11126000292,A04,노인요양공동생활가정,9 ,9 ,
11126000300,A04,노인요양공동생활가정,9 ,9 ,
11126000315,A04,노인요양공동생활가정,9 ,9 ,
11126000316,A04,노인요양공동생활가정,9 ,8 ,
11126000322,A03,노인요양시설(개정법),37 ,34 ,
11126000326,A04,노인요양공동생활가정,9 ,9 ,
11126000333,A04,노인요양공동생활가정,9 ,9 ,
11126000336,A04,노인요양공동생활가정,9 ,9 ,
11126000342,A04,노인요양공동생활가정,9 ,9 ,
11126000361,A04,노인요양공동생활가정,9 ,6 ,
11126000362,A04,노인요양공동생활가정,9 ,7 ,
11126000438,A04,노인요양공동생활가정,9 ,9 ,
11126000442,A03,노인요양시설(개정법),94 ,92 ,
11126000446,A03,노인요양시설(개정법),29 ,25 ,
11126000450,A03,노인요양시설(개정법),25 ,25 ,
11126000468,A03,노인요양시설(개정법),48 ,48 ,
11126000472,A04,노인요양공동생활가정,9 ,9 ,
11126000476,A04,노인요양공동생활가정,9 ,9 ,
11126000483,A04,노인요양공동생활가정,9 ,9 ,
11126000487,A04,노인요양공동생활가정,9 ,9 ,
11126000488,A04,노인요양공동생활가정,9 ,9 ,
11126000508,A04,노인요양공동생활가정,9 ,9 ,
11126000509,A04,노인요양공동생활가정,9 ,9 ,
11126000510,A04,노인요양공동생활가정,9 ,9 ,
11126000525,A03,노인요양시설(개정법),19 ,17 ,
11126000530,A04,노인요양공동생활가정,9 ,9 ,
11126000554,A04,노인요양공동생활가정,9 ,9 ,
11126000567,A04,노인요양공동생활가정,9 ,9 ,
11126000568,A04,노인요양공동생활가정,9 ,9 ,
11129000018,A03,노인요양시설(개정법),23 ,16 ,
11129000020,A03,노인요양시설(개정법),114 ,71 ,
11129000078,A03,노인요양시설(개정법),120 ,120 ,
11129000100,A03,노인요양시설(개정법),60 ,57 ,
11129000104,A03,노인요양시설(개정법),29 ,29 ,
11129000115,A03,노인요양시설(개정법),110 ,107 ,
11129000139,A04,노인요양공동생활가정,9 ,7 ,
11129000149,A03,노인요양시설(개정법),49 ,42 ,
11129000169,A03,노인요양시설(개정법),36 ,24 ,
11129000170,A03,노인요양시설(개정법),29 ,29 ,
11129000192,A04,노인요양공동생활가정,6 ,6 ,
11129000215,A03,노인요양시설(개정법),15 ,14 ,
11129000216,A03,노인요양시설(개정법),20 ,16 ,
11129000227,A03,노인요양시설(개정법),29 ,27 ,
11129000231,A04,노인요양공동생활가정,9 ,8 ,
11129000250,A03,노인요양시설(개정법),68 ,39 ,
11129000273,A04,노인요양공동생활가정,9 ,7 ,
11129000318,A04,노인요양공동생활가정,9 ,9 ,
11129000320,A03,노인요양시설(개정법),15 ,14 ,
11129000330,A03,노인요양시설(개정법),49 ,36 ,
11129000345,A03,노인요양시설(개정법),44 ,43 ,
11129000351,A03,노인요양시설(개정법),25 ,18 ,
11129000365,A03,노인요양시설(개정법),35 ,27 ,
11129000365,G31,치매전담실가형1실,14 ,0 ,
11129000374,A03,노인요양시설(개정법),36 ,36 ,
11129000376,A04,노인요양공동생활가정,9 ,0 ,
11129000382,A03,노인요양시설(개정법),29 ,29 ,
11130500001,A03,노인요양시설(개정법),80 ,52 ,
11130500047,A04,노인요양공동생활가정,9 ,9 ,
11130500064,A04,노인요양공동생활가정,9 ,9 ,
11130500126,A03,노인요양시설(개정법),29 ,20 ,
11130500169,A04,노인요양공동생활가정,9 ,8 ,
11130500170,A04,노인요양공동생활가정,7 ,5 ,
11130500171,A04,노인요양공동생활가정,9 ,7 ,
11130500172,A03,노인요양시설(개정법),100 ,95 ,
11130500172,G31,치매전담실가형1실,12 ,12 ,
11130500219,A04,노인요양공동생활가정,9 ,7 ,
11130500220,A04,노인요양공동생활가정,9 ,8 ,
11130500229,A04,노인요양공동생활가정,9 ,9 ,
11130500234,A03,노인요양시설(개정법),181 ,174 ,
11130500246,A03,노인요양시설(개정법),20 ,20 ,
11130500248,A04,노인요양공동생활가정,9 ,7 ,
11130500250,A04,노인요양공동생활가정,9 ,7 ,
11130500273,A04,노인요양공동생활가정,9 ,7 ,
11130500276,A04,노인요양공동생활가정,9 ,9 ,
11130500280,A03,노인요양시설(개정법),29 ,22 ,
11130500290,A03,노인요양시설(개정법),71 ,71 ,
11130500302,A04,노인요양공동생활가정,9 ,9 ,
11130500303,A04,노인요양공동생활가정,9 ,9 ,
11130500307,A04,노인요양공동생활가정,9 ,9 ,
11130500309,A04,노인요양공동생활가정,9 ,8 ,
11130500329,A04,노인요양공동생활가정,7 ,7 ,
11130500341,A04,노인요양공동생활가정,9 ,9 ,
11130500352,A04,노인요양공동생활가정,9 ,9 ,
11130500391,A03,노인요양시설(개정법),29 ,29 ,
11130500395,A04,노인요양공동생활가정,9 ,8 ,
11130500403,A03,노인요양시설(개정법),49 ,18 ,
11130500410,A04,노인요양공동생활가정,9 ,7 ,
11130500411,A04,노인요양공동생활가정,9 ,5 ,
11130500415,A03,노인요양시설(개정법),29 ,6 ,
11132000003,A03,노인요양시설(개정법),119 ,116 ,
11132000113,A04,노인요양공동생활가정,9 ,7 ,
11132000152,A04,노인요양공동생활가정,6 ,4 ,
11132000156,A03,노인요양시설(개정법),25 ,21 ,
11132000216,A04,노인요양공동생활가정,9 ,9 ,
11132000240,A04,노인요양공동생활가정,9 ,9 ,
11132000257,A03,노인요양시설(개정법),63 ,62 ,
11132000274,A04,노인요양공동생활가정,9 ,9 ,
11132000275,A04,노인요양공동생활가정,7 ,7 ,
11132000281,A03,노인요양시설(개정법),71 ,69 ,
11132000286,A04,노인요양공동생활가정,9 ,9 ,
11132000289,A04,노인요양공동생활가정,9 ,9 ,
11132000295,A04,노인요양공동생활가정,9 ,7 ,
11132000319,A04,노인요양공동생활가정,9 ,9 ,
11132000322,A04,노인요양공동생활가정,9 ,9 ,
11132000330,A03,노인요양시설(개정법),24 ,23 ,
11132000333,A04,노인요양공동생활가정,9 ,8 ,
11132000337,A03,노인요양시설(개정법),41 ,37 ,
11132000339,A03,노인요양시설(개정법),58 ,50 ,
11132000340,A04,노인요양공동생활가정,9 ,9 ,
11132000343,A04,노인요양공동생활가정,9 ,9 ,
11132000345,A04,노인요양공동생활가정,9 ,9 ,
11132000346,A04,노인요양공동생활가정,9 ,9 ,
11132000352,A04,노인요양공동생활가정,9 ,9 ,
11132000370,A04,노인요양공동생활가정,9 ,8 ,
11132000380,A04,노인요양공동생활가정,9 ,9 ,
11132000395,A04,노인요양공동생활가정,9 ,9 ,
11132000396,A04,노인요양공동생활가정,9 ,9 ,
11132000401,A03,노인요양시설(개정법),29 ,29 ,
11132000402,A03,노인요양시설(개정법),29 ,28 ,
11132000403,A03,노인요양시설(개정법),29 ,26 ,
11132000404,A03,노인요양시설(개정법),29 ,24 ,
11132000405,A03,노인요양시설(개정법),29 ,29 ,
11132000406,A03,노인요양시설(개정법),29 ,29 ,
11132000412,A04,노인요양공동생활가정,9 ,9 ,
11132000413,A04,노인요양공동생활가정,9 ,9 ,
11132000415,A04,노인요양공동생활가정,9 ,9 ,
11132000416,A03,노인요양시설(개정법),28 ,28 ,
11132000418,A04,노인요양공동생활가정,9 ,9 ,
11132000419,A04,노인요양공동생활가정,9 ,9 ,
11132000426,A04,노인요양공동생활가정,9 ,7 ,
11132000451,A03,노인요양시설(개정법),78 ,75 ,
11132000454,A03,노인요양시설(개정법),29 ,27 ,
11132000463,A04,노인요양공동생활가정,9 ,7 ,
11132000464,A04,노인요양공동생활가정,9 ,7 ,
11132000482,A04,노인요양공동생활가정,9 ,8 ,
11132000483,A04,노인요양공동생활가정,9 ,9 ,
11132000489,A04,노인요양공동생활가정,7 ,6 ,
11132000496,A03,노인요양시설(개정법),26 ,26 ,
11132000517,A03,노인요양시설(개정법),29 ,28 ,
11132000531,A03,노인요양시설(개정법),29 ,28 ,
11132000537,A03,노인요양시설(개정법),48 ,24 ,
11132000553,A03,노인요양시설(개정법),39 ,35 ,
11135000011,A03,노인요양시설(개정법),230 ,182 ,
11135000016,A03,노인요양시설(개정법),80 ,75 ,
11135000020,A03,노인요양시설(개정법),83 ,40 ,
11135000175,A03,노인요양시설(개정법),87 ,81 ,
11135000188,A03,노인요양시설(개정법),80 ,79 ,
11135000223,A03,노인요양시설(개정법),45 ,41 ,
11135000227,A04,노인요양공동생활가정,9 ,0 ,
11135000268,A03,노인요양시설(개정법),45 ,40 ,
11135000273,A03,노인요양시설(개정법),80 ,72 ,
11135000292,A04,노인요양공동생활가정,9 ,8 ,
11135000355,A03,노인요양시설(개정법),20 ,11 ,
11135000372,A04,노인요양공동생활가정,9 ,9 ,
11135000400,A03,노인요양시설(개정법),82 ,82 ,
11135000407,A04,노인요양공동생활가정,9 ,9 ,
11135000425,A03,노인요양시설(개정법),28 ,28 ,
11135000441,A04,노인요양공동생활가정,9 ,9 ,
11135000460,A04,노인요양공동생활가정,9 ,9 ,
11135000465,A04,노인요양공동생활가정,9 ,9 ,
11135000487,A04,노인요양공동생활가정,9 ,9 ,
11135000601,A04,노인요양공동생활가정,9 ,8 ,
11135000602,A04,노인요양공동생활가정,9 ,8 ,
11135000603,A04,노인요양공동생활가정,9 ,8 ,
11135000605,A04,노인요양공동생활가정,9 ,9 ,
11135000608,A04,노인요양공동생활가정,9 ,9 ,
11135000627,A03,노인요양시설(개정법),67 ,2 ,
11138000003,A03,노인요양시설(개정법),50 ,0 ,
11138000006,A03,노인요양시설(개정법),168 ,94 ,
11138000008,A03,노인요양시설(개정법),112 ,59 ,
11138000031,A04,노인요양공동생활가정,9 ,9 ,
11138000065,A03,노인요양시설(개정법),247 ,250 ,
11138000065,G31,치매전담실가형1실,12 ,12 ,
11138000065,G32,치매전담실가형2실,12 ,12 ,
11138000065,G33,치매전담실가형3실,16 ,16 ,
11138000090,A03,노인요양시설(개정법),21 ,21 ,
11138000093,A03,노인요양시설(개정법),13 ,13 ,
11138000128,A03,노인요양시설(개정법),36 ,36 ,
11138000195,A03,노인요양시설(개정법),38 ,18 ,
11138000216,A03,노인요양시설(개정법),115 ,115 ,
11138000217,A03,노인요양시설(개정법),158 ,156 ,
11138000217,M31,치매전담실나형1실,12 ,12 ,
11138000224,A03,노인요양시설(개정법),99 ,72 ,
11138000243,A03,노인요양시설(개정법),60 ,59 ,
11138000257,A04,노인요양공동생활가정,9 ,6 ,
11138000258,A03,노인요양시설(개정법),49 ,48 ,
11138000271,A04,노인요양공동생활가정,9 ,9 ,
11138000280,A04,노인요양공동생활가정,9 ,9 ,
11138000355,A03,노인요양시설(개정법),43 ,38 ,
11138000379,A03,노인요양시설(개정법),49 ,49 ,
11138000397,A03,노인요양시설(개정법),29 ,29 ,
11138000402,A04,노인요양공동생활가정,9 ,9 ,
11138000430,A04,노인요양공동생활가정,9 ,7 ,
11138000431,A04,노인요양공동생활가정,9 ,8 ,
11138000481,A04,노인요양공동생활가정,9 ,9 ,
11138000482,A03,노인요양시설(개정법),75 ,47 ,
11141000021,A03,노인요양시설(개정법),20 ,20 ,
11141000023,A03,노인요양시설(개정법),21 ,18 ,
11141000073,A03,노인요양시설(개정법),78 ,69 ,
11141000097,A03,노인요양시설(개정법),24 ,22 ,
11141000098,A03,노인요양시설(개정법),20 ,20 ,
11141000133,A04,노인요양공동생활가정,9 ,8 ,
11141000149,A03,노인요양시설(개정법),49 ,40 ,
11141000170,S41,치매전담형노인요양공동생활가정,6 ,6 ,
11141000210,A03,노인요양시설(개정법),29 ,29 ,
11141000224,A03,노인요양시설(개정법),25 ,24 ,
11141000292,A03,노인요양시설(개정법),28 ,28 ,
11144000012,A03,노인요양시설(개정법),234 ,234 ,
11144000012,G31,치매전담실가형1실,12 ,12 ,
11144000012,G32,치매전담실가형2실,12 ,12 ,
11144000012,G33,치매전담실가형3실,12 ,12 ,
11144000211,A03,노인요양시설(개정법),26 ,26 ,
11144000219,A03,노인요양시설(개정법),120 ,120 ,
11147000005,A03,노인요양시설(개정법),22 ,22 ,
11147000013,A03,노인요양시설(개정법),41 ,37 ,
11147000076,A04,노인요양공동생활가정,9 ,9 ,
11147000093,A04,노인요양공동생활가정,9 ,8 ,
11147000121,A03,노인요양시설(개정법),21 ,21 ,
11147000124,A04,노인요양공동생활가정,9 ,8 ,
11147000126,A04,노인요양공동생활가정,9 ,7 ,
11147000136,A03,노인요양시설(개정법),17 ,17 ,
11147000183,A03,노인요양시설(개정법),82 ,82 ,
11147000221,A03,노인요양시설(개정법),36 ,36 ,
11147000294,A04,노인요양공동생활가정,9 ,9 ,
11147000322,A03,노인요양시설(개정법),75 ,74 ,
11147000330,A03,노인요양시설(개정법),37 ,37 ,
11147000330,G31,치매전담실가형1실,12 ,12 ,
11147000350,A03,노인요양시설(개정법),24 ,23 ,
11147000362,A03,노인요양시설(개정법),36 ,36 ,
11147000366,A03,노인요양시설(개정법),66 ,65 ,
11147000383,A03,노인요양시설(개정법),70 ,69 ,
11147000473,A03,노인요양시설(개정법),119 ,109 ,
11150000002,A03,노인요양시설(개정법),49 ,48 ,
11150000003,A03,노인요양시설(개정법),60 ,59 ,
11150000004,A03,노인요양시설(개정법),161 ,126 ,
11150000008,A03,노인요양시설(개정법),56 ,54 ,
11150000068,A03,노인요양시설(개정법),26 ,14 ,
11150000154,A03,노인요양시설(개정법),124 ,111 ,
11150000195,A04,노인요양공동생활가정,9 ,7 ,
11150000238,A03,노인요양시설(개정법),87 ,87 ,
11150000249,A03,노인요양시설(개정법),37 ,27 ,
11150000257,A03,노인요양시설(개정법),42 ,42 ,
11150000336,A03,노인요양시설(개정법),56 ,33 ,
11150000339,A03,노인요양시설(개정법),41 ,36 ,
11150000340,A03,노인요양시설(개정법),46 ,44 ,
11150000376,A03,노인요양시설(개정법),29 ,29 ,
11150000391,A03,노인요양시설(개정법),29 ,26 ,
11150000399,A04,노인요양공동생활가정,9 ,9 ,
11150000400,A04,노인요양공동생활가정,9 ,8 ,
11150000401,A04,노인요양공동생활가정,9 ,8 ,
11150000429,A04,노인요양공동생활가정,8 ,6 ,
11150000437,A03,노인요양시설(개정법),37 ,37 ,
11150000468,A03,노인요양시설(개정법),42 ,35 ,
11150000518,A03,노인요양시설(개정법),46 ,46 ,
11150000532,A04,노인요양공동생활가정,9 ,9 ,
11150000553,A03,노인요양시설(개정법),20 ,20 ,
11150000554,A04,노인요양공동생활가정,9 ,9 ,
11150000560,A04,노인요양공동생활가정,8 ,8 ,
11150000561,A03,노인요양시설(개정법),46 ,38 ,
11150000568,A03,노인요양시설(개정법),26 ,26 ,
11150000571,A03,노인요양시설(개정법),65 ,63 ,
11150000573,A04,노인요양공동생활가정,9 ,8 ,
11150000582,A04,노인요양공동생활가정,9 ,9 ,
11150000602,S41,치매전담형노인요양공동생활가정,9 ,9 ,
11153000103,A04,노인요양공동생활가정,9 ,8 ,
11153000130,A04,노인요양공동생활가정,9 ,0 ,
11153000136,A03,노인요양시설(개정법),170 ,168 ,
11153000208,A03,노인요양시설(개정법),75 ,75 ,
11153000210,A03,노인요양시설(개정법),99 ,53 ,
11153000215,A03,노인요양시설(개정법),100 ,100 ,
11153000234,A03,노인요양시설(개정법),144 ,108 ,
11153000246,A03,노인요양시설(개정법),21 ,21 ,
11153000267,A03,노인요양시설(개정법),29 ,28 ,
11153000309,A03,노인요양시설(개정법),42 ,41 ,
11153000320,A04,노인요양공동생활가정,9 ,9 ,
11153000321,A04,노인요양공동생활가정,9 ,9 ,
11153000336,A04,노인요양공동생활가정,7 ,7 ,
11153000356,A03,노인요양시설(개정법),49 ,48 ,
11153000358,A03,노인요양시설(개정법),168 ,166 ,
11153000390,A03,노인요양시설(개정법),41 ,33 ,
11154500002,A03,노인요양시설(개정법),28 ,26 ,
11154500008,A03,노인요양시설(개정법),96 ,86 ,
11154500029,A03,노인요양시설(개정법),63 ,57 ,
11154500096,A03,노인요양시설(개정법),0 ,3 ,
11154500096,G31,치매전담실가형1실,14 ,14 ,
11154500096,G32,치매전담실가형2실,14 ,0 ,
11154500098,A03,노인요양시설(개정법),35 ,35 ,
11154500157,A03,노인요양시설(개정법),75 ,60 ,
11154500164,A04,노인요양공동생활가정,9 ,8 ,
11154500170,A03,노인요양시설(개정법),72 ,71 ,
11154500184,A04,노인요양공동생활가정,9 ,7 ,
11154500190,A04,노인요양공동생활가정,9 ,9 ,
11154500200,A03,노인요양시설(개정법),29 ,29 ,
11154500209,A03,노인요양시설(개정법),49 ,42 ,
11154500213,A04,노인요양공동생활가정,9 ,9 ,
11154500241,A03,노인요양시설(개정법),23 ,22 ,
11154500251,A03,노인요양시설(개정법),23 ,22 ,
11154500252,A04,노인요양공동생활가정,9 ,6 ,
11154500253,A04,노인요양공동생활가정,9 ,7 ,
11154500268,A03,노인요양시설(개정법),82 ,70 ,
11154500269,A04,노인요양공동생활가정,9 ,8 ,
11154500283,A03,노인요양시설(개정법),44 ,41 ,
11154500285,A03,노인요양시설(개정법),48 ,45 ,
11154500289,A04,노인요양공동생활가정,9 ,9 ,
11156000001,A04,노인요양공동생활가정,9 ,9 ,
11156000018,A03,노인요양시설(개정법),162 ,160 ,
11156000018,G31,치매전담실가형1실,14 ,14 ,
11156000018,G32,치매전담실가형2실,14 ,14 ,
11156000023,A03,노인요양시설(개정법),118 ,118 ,
11156000049,A04,노인요양공동생활가정,9 ,9 ,
11156000057,A04,노인요양공동생활가정,8 ,7 ,
11156000148,A04,노인요양공동생활가정,9 ,8 ,
11156000150,A04,노인요양공동생활가정,9 ,9 ,
11156000190,A04,노인요양공동생활가정,8 ,7 ,
11156000191,A04,노인요양공동생활가정,9 ,6 ,
11156000193,A04,노인요양공동생활가정,7 ,7 ,
11156000194,A04,노인요양공동생활가정,7 ,6 ,
11156000213,A04,노인요양공동생활가정,9 ,9 ,
11156000264,A04,노인요양공동생활가정,8 ,8 ,
11156000265,A04,노인요양공동생활가정,8 ,8 ,
11156000266,A04,노인요양공동생활가정,8 ,7 ,
11156000287,A04,노인요양공동생활가정,8 ,7 ,
11156000295,A04,노인요양공동생활가정,9 ,8 ,
11156000296,A04,노인요양공동생활가정,9 ,9 ,
11156000297,A04,노인요양공동생활가정,8 ,7 ,
11159000002,A04,노인요양공동생활가정,9 ,9 ,
11159000004,A03,노인요양시설(개정법),100 ,93 ,
11159000054,A04,노인요양공동생활가정,9 ,9 ,
11159000060,A04,노인요양공동생활가정,9 ,8 ,
11159000110,A03,노인요양시설(개정법),70 ,70 ,
11159000178,A03,노인요양시설(개정법),84 ,64 ,
11159000189,A03,노인요양시설(개정법),22 ,19 ,
11159000214,A04,노인요양공동생활가정,9 ,8 ,
11159000264,A03,노인요양시설(개정법),39 ,38 ,
11159000281,A03,노인요양시설(개정법),23 ,23 ,
11159000289,A03,노인요양시설(개정법),38 ,38 ,
11162000002,A03,노인요양시설(개정법),90 ,90 ,
11162000078,A03,노인요양시설(개정법),75 ,64 ,
11162000099,A03,노인요양시설(개정법),26 ,20 ,
11162000113,A03,노인요양시설(개정법),23 ,23 ,
11162000189,A04,노인요양공동생활가정,9 ,8 ,
11162000193,A03,노인요양시설(개정법),53 ,51 ,
11162000223,A04,노인요양공동생활가정,9 ,9 ,
11162000231,A04,노인요양공동생활가정,9 ,9 ,
11162000246,A04,노인요양공동생활가정,9 ,9 ,
11162000250,A04,노인요양공동생활가정,9 ,9 ,
11162000253,A03,노인요양시설(개정법),26 ,26 ,
11162000268,A04,노인요양공동생활가정,9 ,7 ,
11162000269,A04,노인요양공동생활가정,9 ,8 ,
11162000337,A03,노인요양시설(개정법),28 ,28 ,
11162000349,A04,노인요양공동생활가정,9 ,9 ,
11162000358,A03,노인요양시설(개정법),17 ,16 ,
11162000367,A04,노인요양공동생활가정,9 ,8 ,
11162000368,A04,노인요양공동생활가정,9 ,9 ,
11162000372,A04,노인요양공동생활가정,9 ,9 ,
11162000386,A04,노인요양공동생활가정,9 ,9 ,
11162000387,A04,노인요양공동생활가정,9 ,9 ,
11162000391,A04,노인요양공동생활가정,9 ,8 ,
11162000393,A04,노인요양공동생활가정,9 ,9 ,
11162000394,A04,노인요양공동생활가정,9 ,8 ,
11162000418,A03,노인요양시설(개정법),19 ,18 ,
11162000422,A03,노인요양시설(개정법),99 ,84 ,
11162000428,A04,노인요양공동생활가정,9 ,7 ,
11162000431,A04,노인요양공동생활가정,9 ,9 ,
11162000437,A04,노인요양공동생활가정,9 ,8 ,
11165000083,A04,노인요양공동생활가정,9 ,9 ,
11165000086,A03,노인요양시설(개정법),45 ,39 ,
11165000098,A03,노인요양시설(개정법),200 ,197 ,
11165000189,A03,노인요양시설(개정법),68 ,67 ,
11165000189,G31,치매전담실가형1실,12 ,12 ,
11168000009,A03,노인요양시설(개정법),100 ,67 ,
11168000067,A03,노인요양시설(개정법),14 ,14 ,
11168000082,A03,노인요양시설(개정법),22 ,22 ,
11168000104,A03,노인요양시설(개정법),29 ,29 ,
11168000127,S41,치매전담형노인요양공동생활가정,8 ,8 ,
11168000175,A03,노인요양시설(개정법),122 ,116 ,
11168000175,G31,치매전담실가형1실,12 ,11 ,
11168000175,G32,치매전담실가형2실,16 ,16 ,
11168000180,A04,노인요양공동생활가정,9 ,9 ,
11168000303,A04,노인요양공동생활가정,9 ,8 ,
11168000312,A03,노인요양시설(개정법),49 ,45 ,
11168000332,A03,노인요양시설(개정법),49 ,10 ,
11171000016,A03,노인요양시설(개정법),70 ,70 ,
11171000116,A03,노인요양시설(개정법),49 ,46 ,
11171000123,A03,노인요양시설(개정법),130 ,129 ,
11171000136,A03,노인요양시설(개정법),93 ,89 ,
11171000139,A03,노인요양시설(개정법),28 ,28 ,
11171000141,A04,노인요양공동생활가정,9 ,9 ,
11171000144,A04,노인요양공동생활가정,9 ,9 ,
11171000156,A04,노인요양공동생활가정,9 ,9 ,
11171000172,A04,노인요양공동생활가정,9 ,8 ,
11171000175,A04,노인요양공동생활가정,9 ,9 ,
11171000191,A04,노인요양공동생활가정,9 ,7 ,
11171000216,A03,노인요양시설(개정법),110 ,93 ,
11171000280,A03,노인요양시설(개정법),46 ,41 ,
11171000318,A03,노인요양시설(개정법),101 ,101 ,
11171000318,G31,치매전담실가형1실,12 ,12 ,
11171000318,G32,치매전담실가형2실,12 ,12 ,
11171000385,A03,노인요양시설(개정법),38 ,37 ,
11171000408,A04,노인요양공동생활가정,9 ,8 ,
11171000409,A04,노인요양공동생활가정,9 ,9 ,
11171000435,A04,노인요양공동생활가정,9 ,9 ,
11171000436,A04,노인요양공동생활가정,9 ,9 ,
11171000437,A04,노인요양공동생활가정,9 ,9 ,
11171000438,A04,노인요양공동생활가정,9 ,9 ,
11171000442,A04,노인요양공동생활가정,9 ,7 ,
11171000463,A04,노인요양공동생활가정,9 ,9 ,
11174000123,A04,노인요양공동생활가정,9 ,9 ,
